,MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
32334,2019-07-31,OutpatientServices,ALLERGY / IMMUNOLOGY,Payer CA,1162
32335,2019-07-31,OutpatientServices,ANATOM,Payer W,321
32336,2019-07-31,OutpatientServices,ANATOMIC AND CLINICAL PATHOLOGY,Payer F,120
32337,2019-07-31,OutpatientServices,ANATOMIC AND CLINICAL PATHOLOGY,Payer O,543
32338,2019-07-31,OutpatientServices,ANATOMIC PATHOLOGY,Payer F,77
32339,2019-07-31,OutpatientServices,ANES ASSIST,Payer CA,385
32340,2019-07-31,OutpatientServices,ANESTHESIOLOGIST,Payer H,2313
32341,2019-07-31,OutpatientServices,ANESTHESIOLOGY,Payer B,275
32342,2019-07-31,OutpatientServices,ANESTHESIOLOGY,Payer CA,2801
32343,2019-07-31,OutpatientServices,ANESTHESIOLOGY,Payer CO,2499
32344,2019-07-31,OutpatientServices,ANESTHESIOLOGY,Payer F,6613
32345,2019-07-31,OutpatientServices,ANESTHESIOLOGY,Payer O,1608
32346,2019-07-31,OutpatientServices,Anesthesiology,Payer UN,489
32347,2019-07-31,OutpatientServices,ANESTHESIOLOGY,Payer W,432
32348,2019-07-31,OutpatientServices,"Anesthetist, Nurse",Payer S,421
32349,2019-07-31,OutpatientServices,ARNP,Payer CA,2230
32350,2019-07-31,OutpatientServices,CARD ELECTROPHYSIOLO,Payer CA,2471
32351,2019-07-31,OutpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer F,1961
32352,2019-07-31,OutpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer O,605
32353,2019-07-31,OutpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer W,640
32354,2019-07-31,OutpatientServices,CARDIOLOGY,Payer CA,835
32355,2019-07-31,OutpatientServices,CARDIOLOGY,Payer CO,14
32356,2019-07-31,OutpatientServices,CARDIOLOGY,Payer F,4539
32357,2019-07-31,OutpatientServices,CARDIOLOGY,Payer O,1832
32358,2019-07-31,OutpatientServices,Cardiology,Payer S,185
32359,2019-07-31,OutpatientServices,Cardiology,Payer UN,1242
32360,2019-07-31,OutpatientServices,CARDIOLOGY,Payer W,2153
32361,2019-07-31,OutpatientServices,Cardiology/Cardiovascular Disease,Payer B,1397
32362,2019-07-31,OutpatientServices,CARDIOTHORACIC SURGE,Payer CA,758
32363,2019-07-31,OutpatientServices,CARDIOTHORACIC SURGERY,Payer F,372
32364,2019-07-31,OutpatientServices,CARDIOTHORACIC SURGERY,Payer O,1958
32365,2019-07-31,OutpatientServices,CARDIOVASCULAR SURGERY,Payer CA,727
32366,2019-07-31,OutpatientServices,CARDIOVASCULAR SURGERY,Payer CO,505
32367,2019-07-31,OutpatientServices,CARV,Payer CO,95
32368,2019-07-31,OutpatientServices,CERTIFIED NURSE ANESTHETIST,Payer B,738
32369,2019-07-31,OutpatientServices,CERTIFIED REGISTERED NURSE ANESTHETIST,Payer B,538
32370,2019-07-31,OutpatientServices,Certified Registered Nurse Anesthetist (CRNA),Payer UL,143
32371,2019-07-31,OutpatientServices,CHIROPRACTIC,Payer F,136
32372,2019-07-31,OutpatientServices,CLINIC,Payer CO,72
32373,2019-07-31,OutpatientServices,COLON / RECTAL SURGERY,Payer W,207
32374,2019-07-31,OutpatientServices,COLORECTAL SURGERY,Payer F,1173
32375,2019-07-31,OutpatientServices,COLORECTAL SURGERY,Payer O,260
32376,2019-07-31,OutpatientServices,CRITICAL CARE,Payer F,119
32377,2019-07-31,OutpatientServices,CVS,Payer W,86
32378,2019-07-31,OutpatientServices,DIAG X-RAY CLINIC,Payer H,1297
32379,2019-07-31,OutpatientServices,DIAGNOSTIC RADIOLOGY,Payer CA,868
32380,2019-07-31,OutpatientServices,DIAGNOSTIC RADIOLOGY,Payer CO,752
32381,2019-07-31,OutpatientServices,Diagnostic Radiology,Payer S,876
32382,2019-07-31,OutpatientServices,DIALYSIS CENTER,Payer H,20648
32383,2019-07-31,OutpatientServices,Doctor of Psychology,Payer UN,135
32384,2019-07-31,OutpatientServices,DURABLE MED EQT&MED SUPPL/CARDIOLOGIST,Payer CA,204
32385,2019-07-31,OutpatientServices,ElectroPhysiologic Study,Payer CA,188
32386,2019-07-31,OutpatientServices,EMERGENCY MEDICINE,Payer CO,0
32387,2019-07-31,OutpatientServices,EMERGENCY MEDICINE,Payer F,108
32388,2019-07-31,OutpatientServices,Emergency Medicine,Payer UN,13
32389,2019-07-31,OutpatientServices,EMERGENCY ROOM,Payer CA,617
32390,2019-07-31,OutpatientServices,ENDOCRINOLOGY,Payer W,0
32391,2019-07-31,OutpatientServices,ENT,Payer CA,84
32392,2019-07-31,OutpatientServices,ENT,Payer F,880
32393,2019-07-31,OutpatientServices,ENT,Payer O,2401
32394,2019-07-31,OutpatientServices,Ent/Otolaryngology,Payer UN,640
32395,2019-07-31,OutpatientServices,Family Medicine,Payer S,361
32396,2019-07-31,OutpatientServices,FAMILY NURSE PRACTIONER,Payer CA,965
32397,2019-07-31,OutpatientServices,FAMILY PRACTICE,Payer CA,797
32398,2019-07-31,OutpatientServices,FAMILY PRACTICE,Payer F,853
32399,2019-07-31,OutpatientServices,FAMILY PRACTICE,Payer O,491
32400,2019-07-31,OutpatientServices,FAMILY PRACTICE,Payer W,582
32401,2019-07-31,OutpatientServices,GASTROENTEROLOGY,Payer CA,562
32402,2019-07-31,OutpatientServices,GASTROENTEROLOGY,Payer F,926
32403,2019-07-31,OutpatientServices,GASTROENTEROLOGY,Payer O,360
32404,2019-07-31,OutpatientServices,Gastroenterology,Payer UN,757
32405,2019-07-31,OutpatientServices,GASTROENTEROLOGY,Payer W,565
32406,2019-07-31,OutpatientServices,GENERAL PRACTICE,Payer CA,68
32407,2019-07-31,OutpatientServices,General Practice,Payer S,75
32408,2019-07-31,OutpatientServices,GENERAL PRACTICE,Payer W,228
32409,2019-07-31,OutpatientServices,GENERAL SURGERY,Payer CA,1903
32410,2019-07-31,OutpatientServices,GENERAL SURGERY,Payer F,3974
32411,2019-07-31,OutpatientServices,GENERAL SURGERY,Payer O,1663
32412,2019-07-31,OutpatientServices,General Surgery,Payer UN,2030
32413,2019-07-31,OutpatientServices,GENERAL SURGERY,Payer W,2230
32414,2019-07-31,OutpatientServices,Geriatrics,Payer B,105
32415,2019-07-31,OutpatientServices,GERIATRICS,Payer W,0
32416,2019-07-31,OutpatientServices,GYNECOLOGIC ONCOLOGY,Payer F,512
32417,2019-07-31,OutpatientServices,GYNECOLOGIC ONCOLOGY,Payer W,1203
32418,2019-07-31,OutpatientServices,GYNECOLOGY,Payer F,381
32419,2019-07-31,OutpatientServices,HAND SURGERY,Payer CA,871
32420,2019-07-31,OutpatientServices,HDNCK,Payer W,0
32421,2019-07-31,OutpatientServices,HEMATOLOGY,Payer W,129
32422,2019-07-31,OutpatientServices,Hematology / Oncology,Payer S,52
32423,2019-07-31,OutpatientServices,HEMATOLOGY/ONCOLOGY,Payer CA,591
32424,2019-07-31,OutpatientServices,HEMATOLOGY/ONCOLOGY,Payer CO,683
32425,2019-07-31,OutpatientServices,HEMATOLOGY/ONCOLOGY,Payer F,348
32426,2019-07-31,OutpatientServices,HEMATOLOGY/ONCOLOGY,Payer O,523
32427,2019-07-31,OutpatientServices,HEMATOLOGY/ONCOLOGY,Payer W,317
32428,2019-07-31,OutpatientServices,HEPATOLOGY,Payer CO,198
32429,2019-07-31,OutpatientServices,Home Health Care,Payer UN,4703
32430,2019-07-31,OutpatientServices,HOSPICE AND PALLIATIVE CARE,Payer F,119
32431,2019-07-31,OutpatientServices,HOSPICE AND PALLIATIVE CARE,Payer O,100
32432,2019-07-31,OutpatientServices,HOSPITAL,Payer CA,136928
32433,2019-07-31,OutpatientServices,HOSPITAL,Payer CO,5479
32434,2019-07-31,OutpatientServices,HOSPITAL,Payer H,125163
32435,2019-07-31,OutpatientServices,Hospital,Payer S,15924
32436,2019-07-31,OutpatientServices,Hospital,Payer UN,42499
32437,2019-07-31,OutpatientServices,HOSPITAL,Payer W,0
32438,2019-07-31,OutpatientServices,HOSPITAL ACUTE CARE,Payer B,990
32439,2019-07-31,OutpatientServices,Hospital-General,Payer UL,401
32440,2019-07-31,OutpatientServices,HOSPITALIST,Payer B,338
32441,2019-07-31,OutpatientServices,HOSPITALIST,Payer CO,1692
32442,2019-07-31,OutpatientServices,HOSPITALIST,Payer F,620
32443,2019-07-31,OutpatientServices,HOSPITALIST,Payer O,1799
32444,2019-07-31,OutpatientServices,Hospitalist,Payer S,190
32445,2019-07-31,OutpatientServices,Hospitalist,Payer UN,778
32446,2019-07-31,OutpatientServices,HOSPITALIST,Payer W,305
32447,2019-07-31,OutpatientServices,INDEPENDENT LAB,Payer F,303
32448,2019-07-31,OutpatientServices,INFECTIOUS DISEASE,Payer F,401
32449,2019-07-31,OutpatientServices,INFECTIOUS DISEASE,Payer O,818
32450,2019-07-31,OutpatientServices,INFECTIOUS DISEASES,Payer CA,1569
32451,2019-07-31,OutpatientServices,INTERNAL MEDICINE,Payer B,866
32452,2019-07-31,OutpatientServices,INTERNAL MEDICINE,Payer CA,1390
32453,2019-07-31,OutpatientServices,INTERNAL MEDICINE,Payer CO,301
32454,2019-07-31,OutpatientServices,INTERNAL MEDICINE,Payer F,5561
32455,2019-07-31,OutpatientServices,INTERNAL MEDICINE,Payer O,768
32456,2019-07-31,OutpatientServices,Internal Medicine,Payer S,1770
32457,2019-07-31,OutpatientServices,Internal Medicine,Payer UN,1116
32458,2019-07-31,OutpatientServices,INTERNAL MEDICINE,Payer W,2220
32459,2019-07-31,OutpatientServices,INTERVENTIONAL CARDIOLOGY,Payer CA,1637
32460,2019-07-31,OutpatientServices,INTERVENTIONAL CARDIOLOGY,Payer F,4326
32461,2019-07-31,OutpatientServices,INTERVENTIONAL CARDIOLOGY,Payer O,2179
32462,2019-07-31,OutpatientServices,INTERVENTIONAL CARDIOLOGY,Payer W,1618
32463,2019-07-31,OutpatientServices,INTERVENTIONAL RADIOLOGY,Payer CA,370
32464,2019-07-31,OutpatientServices,INTERVENTIONAL RADIOLOGY,Payer F,1989
32465,2019-07-31,OutpatientServices,INTERVENTIONAL RADIOLOGY,Payer O,780
32466,2019-07-31,OutpatientServices,LABORATORY,Payer CA,537
32467,2019-07-31,OutpatientServices,Laboratory,Payer UN,296
32468,2019-07-31,OutpatientServices,LABORATORY,Payer W,532
32469,2019-07-31,OutpatientServices,MEDICAL DOCTOR,Payer H,19270
32470,2019-07-31,OutpatientServices,MULT,Payer CA,0
32471,2019-07-31,OutpatientServices,Multi Specialty Group,Payer S,8
32472,2019-07-31,OutpatientServices,NEOONC,Payer W,103
32473,2019-07-31,OutpatientServices,NEPHROLOGY,Payer F,1810
32474,2019-07-31,OutpatientServices,NEURDI,Payer W,120
32475,2019-07-31,OutpatientServices,NEUROLOGICAL SURGERY,Payer CA,679
32476,2019-07-31,OutpatientServices,NEUROLOGICAL SURGERY,Payer CO,514
32477,2019-07-31,OutpatientServices,Neurology,Payer B,414
32478,2019-07-31,OutpatientServices,NEUROLOGY,Payer CA,397
32479,2019-07-31,OutpatientServices,NEUROLOGY,Payer F,501
32480,2019-07-31,OutpatientServices,NEUROLOGY,Payer O,1203
32481,2019-07-31,OutpatientServices,Neurology,Payer S,490
32482,2019-07-31,OutpatientServices,Neurology,Payer UN,410
32483,2019-07-31,OutpatientServices,NEUROLOGY,Payer W,362
32484,2019-07-31,OutpatientServices,NEURORADIOLOGY,Payer CA,110
32485,2019-07-31,OutpatientServices,NEURORADIOLOGY,Payer F,46
32486,2019-07-31,OutpatientServices,NEUROSURGERY,Payer F,3055
32487,2019-07-31,OutpatientServices,Neurosurgery,Payer UN,508
32488,2019-07-31,OutpatientServices,NPFAM,Payer W,0
32489,2019-07-31,OutpatientServices,NURPRC,Payer W,194
32490,2019-07-31,OutpatientServices,NURSE ANESTHETIST,Payer H,401
32491,2019-07-31,OutpatientServices,NURSE PRACTITIONER,Payer CA,548
32492,2019-07-31,OutpatientServices,NURSE PRACTITIONER,Payer CO,189
32493,2019-07-31,OutpatientServices,Nurse Practitioner (Arnp),Payer UN,383
32494,2019-07-31,OutpatientServices,NURSE PRACTITIONERS,Payer H,1351
32495,2019-07-31,OutpatientServices,OBSTETRICS & GYNECOLOGY,Payer CA,1618
32496,2019-07-31,OutpatientServices,OBSTETRICS & GYNECOLOGY,Payer F,1627
32497,2019-07-31,OutpatientServices,OBSTETRICS & GYNECOLOGY,Payer W,28
32498,2019-07-31,OutpatientServices,Obstetrics And Gynecology,Payer UN,1423
32499,2019-07-31,OutpatientServices,ONCOLOGY,Payer CA,388
32500,2019-07-31,OutpatientServices,ONCOLOGY,Payer F,642
32501,2019-07-31,OutpatientServices,ONCOLOGY,Payer O,104
32502,2019-07-31,OutpatientServices,ONCOLOGY,Payer W,307
32503,2019-07-31,OutpatientServices,Opthalmology,Payer UN,1858
32504,2019-07-31,OutpatientServices,ORAL AND MAXILLOFACIAL SURGERY,Payer F,497
32505,2019-07-31,OutpatientServices,ORAL AND MAXILLOFACIAL SURGERY,Payer O,1280
32506,2019-07-31,OutpatientServices,ORTHOPEDIC SURGERY,Payer CA,526
32507,2019-07-31,OutpatientServices,ORTHOPEDIC SURGERY,Payer F,3498
32508,2019-07-31,OutpatientServices,ORTHOPEDIC SURGERY,Payer O,1298
32509,2019-07-31,OutpatientServices,Orthopedic Surgery,Payer UN,2375
32510,2019-07-31,OutpatientServices,ORTHOPEDIC SURGERY,Payer W,1439
32511,2019-07-31,OutpatientServices,OSTEOPATH,Payer H,1044
32512,2019-07-31,OutpatientServices,Other,Payer UN,0
32513,2019-07-31,OutpatientServices,OTOLARYNGOLOGY,Payer CO,270
32514,2019-07-31,OutpatientServices,OTOLARYNGOLOGY PLASTIC SURGERY WITHIN THE HEAD & N,Payer F,394
32515,2019-07-31,OutpatientServices,OTOLARYNGOLOGY PLASTIC SURGERY WITHIN THE HEAD & N,Payer O,78
32516,2019-07-31,OutpatientServices,"Otology, Laryngology, Rhinology (ENT)",Payer B,2005
32517,2019-07-31,OutpatientServices,OUT,Payer F,351437
32518,2019-07-31,OutpatientServices,OUT,Payer O,35786
32519,2019-07-31,OutpatientServices,PAIN MANAGEMENT,Payer B,145
32520,2019-07-31,OutpatientServices,PAIN MANAGEMENT,Payer CA,106
32521,2019-07-31,OutpatientServices,PAIN MANAGEMENT,Payer F,2016
32522,2019-07-31,OutpatientServices,Pain Management,Payer UN,317
32523,2019-07-31,OutpatientServices,PAIN MANAGEMENT,Payer W,99
32524,2019-07-31,OutpatientServices,Pathology,Payer B,161
32525,2019-07-31,OutpatientServices,PATHOLOGY,Payer CA,450
32526,2019-07-31,OutpatientServices,PATHOLOGY,Payer CO,968
32527,2019-07-31,OutpatientServices,PATHOLOGY,Payer F,2149
32528,2019-07-31,OutpatientServices,PATHOLOGY,Payer O,2115
32529,2019-07-31,OutpatientServices,Pathology,Payer S,253
32530,2019-07-31,OutpatientServices,Pathology,Payer UN,531
32531,2019-07-31,OutpatientServices,PATHOLOGY,Payer W,406
32532,2019-07-31,OutpatientServices,Pathology - Anatomic - Clinic,Payer S,7
32533,2019-07-31,OutpatientServices,PEDANE,Payer W,123
32534,2019-07-31,OutpatientServices,PEDIATRIC CARDIOLOGY,Payer O,332
32535,2019-07-31,OutpatientServices,Pediatrics,Payer UN,838
32536,2019-07-31,OutpatientServices,PHYS MEDICINE REHAB,Payer F,402
32537,2019-07-31,OutpatientServices,PHYSICAL MEDICINE & REHABILITATION,Payer W,0
32538,2019-07-31,OutpatientServices,Physical Therapy,Payer UN,2291
32539,2019-07-31,OutpatientServices,PHYSICIAN ASSISTANT,Payer H,1233
32540,2019-07-31,OutpatientServices,Physician Assistant,Payer UN,411
32541,2019-07-31,OutpatientServices,PHYSICIAN ASSISTANT,Payer W,0
32542,2019-07-31,OutpatientServices,PHYSICIAN'S ASSISTANT,Payer CA,507
32543,2019-07-31,OutpatientServices,Physician/Diagnostic Radiology,Payer UL,150
32544,2019-07-31,OutpatientServices,Physician/Family Practice,Payer UL,783
32545,2019-07-31,OutpatientServices,Physician/Infectious Disease,Payer UL,134
32546,2019-07-31,OutpatientServices,Physician/Internal Medicine,Payer UL,12
32547,2019-07-31,OutpatientServices,Physician/Pathology,Payer UL,95
32548,2019-07-31,OutpatientServices,Physician/Urology,Payer UL,207
32549,2019-07-31,OutpatientServices,PLASTIC SURGERY,Payer CA,739
32550,2019-07-31,OutpatientServices,PLASTIC SURGERY,Payer F,452
32551,2019-07-31,OutpatientServices,PLASTIC SURGERY,Payer O,1008
32552,2019-07-31,OutpatientServices,PLASTIC SURGERY,Payer W,1410
32553,2019-07-31,OutpatientServices,PODIATRIST,Payer H,149
32554,2019-07-31,OutpatientServices,PODIATRY,Payer F,319
32555,2019-07-31,OutpatientServices,PREVENTIVE MEDICINE,Payer CA,127
32556,2019-07-31,OutpatientServices,PREVENTIVE MEDICINE,Payer O,204
32557,2019-07-31,OutpatientServices,PSYCH & NEUROLOGY,Payer F,495
32558,2019-07-31,OutpatientServices,PSYCH & NEUROLOGY,Payer O,268
32559,2019-07-31,OutpatientServices,Psychiatry,Payer B,125
32560,2019-07-31,OutpatientServices,PSYCHIATRY,Payer W,164
32561,2019-07-31,OutpatientServices,PSYCHOLOGIST,Payer H,428
32562,2019-07-31,OutpatientServices,PULMONARY DISEASE,Payer F,2330
32563,2019-07-31,OutpatientServices,PULMONARY DISEASE,Payer O,935
32564,2019-07-31,OutpatientServices,PULMONARY DISEASES,Payer CA,2217
32565,2019-07-31,OutpatientServices,PULMONARY DISEASES,Payer CO,164
32566,2019-07-31,OutpatientServices,PULMONARY DISEASES,Payer W,266
32567,2019-07-31,OutpatientServices,RADIATION ONCOLOGY,Payer CA,474
32568,2019-07-31,OutpatientServices,RADIATION ONCOLOGY,Payer CO,56
32569,2019-07-31,OutpatientServices,RADIATION ONCOLOGY,Payer F,905
32570,2019-07-31,OutpatientServices,RADIATION ONCOLOGY,Payer O,129
32571,2019-07-31,OutpatientServices,RADIOL,Payer W,630
32572,2019-07-31,OutpatientServices,Radiology,Payer B,659
32573,2019-07-31,OutpatientServices,RADIOLOGY,Payer CA,1481
32574,2019-07-31,OutpatientServices,RADIOLOGY,Payer CO,1772
32575,2019-07-31,OutpatientServices,RADIOLOGY,Payer F,5426
32576,2019-07-31,OutpatientServices,RADIOLOGY,Payer O,1487
32577,2019-07-31,OutpatientServices,Radiology,Payer UN,1572
32578,2019-07-31,OutpatientServices,RADIOLOGY,Payer W,541
32579,2019-07-31,OutpatientServices,Radiology (Diagnostic),Payer UN,246
32580,2019-07-31,OutpatientServices,Rehabilitation Center,Payer UN,1662
32581,2019-07-31,OutpatientServices,RHEUMATOLOGY,Payer CA,14
32582,2019-07-31,OutpatientServices,Skilled Nursing Facility,Payer UN,452
32583,2019-07-31,OutpatientServices,Social Worker,Payer UN,9
32584,2019-07-31,OutpatientServices,Surgery (Cardiothoracic),Payer UN,250
32585,2019-07-31,OutpatientServices,Surgery (Plastic),Payer UN,1078
32586,2019-07-31,OutpatientServices,SURGERY ONCOLOGY,Payer F,1413
32587,2019-07-31,OutpatientServices,"Surgery, General",Payer S,2128
32588,2019-07-31,OutpatientServices,SURGICAL CRITICAL CARE,Payer W,0
32589,2019-07-31,OutpatientServices,SURGICAL ONCOLOGY,Payer CA,78
32590,2019-07-31,OutpatientServices,SURGICAL ONCOLOGY,Payer W,0
32591,2019-07-31,OutpatientServices,THORACIC SURGERY,Payer CA,40
32592,2019-07-31,OutpatientServices,Thoracic Surgery,Payer S,48
32593,2019-07-31,OutpatientServices,UNDERSEA AND HYPERBARIC MEDICINE,Payer F,480
32594,2019-07-31,OutpatientServices,URGENT CARE CENTER,Payer CO,585
32595,2019-07-31,OutpatientServices,Urology,Payer B,21
32596,2019-07-31,OutpatientServices,UROLOGY,Payer CA,984
32597,2019-07-31,OutpatientServices,UROLOGY,Payer CO,890
32598,2019-07-31,OutpatientServices,UROLOGY,Payer F,2061
32599,2019-07-31,OutpatientServices,UROLOGY,Payer O,584
32600,2019-07-31,OutpatientServices,Urology,Payer UN,1213
32601,2019-07-31,OutpatientServices,UROLOGY,Payer W,334
32602,2019-07-31,OutpatientServices,VASCULAR & INTERVENTIONAL RADIOLOGY,Payer F,240
32603,2019-07-31,OutpatientServices,Vascular Surgery,Payer B,1054
32604,2019-07-31,OutpatientServices,VASCULAR SURGERY,Payer CA,676
32605,2019-07-31,OutpatientServices,VASCULAR SURGERY,Payer F,474
32606,2019-07-31,OutpatientServices,VASCULAR SURGERY,Payer O,383
32607,2019-07-31,OutpatientServices,WOUND,Payer W,227
32608,2019-07-31,OutpatientServices,WOUNDCARE PHYSICIAN,Payer CA,77
32609,2019-07-31,PCPEncounter,ADVANCED RN PRACT,Payer CA,0
32610,2019-07-31,PCPEncounter,Cardiology,Payer UN,0
32611,2019-07-31,PCPEncounter,Chiropractic Medicine,Payer UN,0
32612,2019-07-31,PCPEncounter,COVERING PHYSICIAN,Payer CA,0
32613,2019-07-31,PCPEncounter,Doctor of Psychology,Payer UN,0
32614,2019-07-31,PCPEncounter,Family Practice,Payer B,0
32615,2019-07-31,PCPEncounter,FAMILY PRACTICE,Payer CA,-278
32616,2019-07-31,PCPEncounter,FAMILY PRACTICE,Payer CO,191
32617,2019-07-31,PCPEncounter,FAMILY PRACTICE,Payer F,0
32618,2019-07-31,PCPEncounter,FAMILY PRACTICE,Payer O,0
32619,2019-07-31,PCPEncounter,Family Practice,Payer UN,0
32620,2019-07-31,PCPEncounter,FAMILY PRACTICE,Payer W,0
32621,2019-07-31,PCPEncounter,Gastroenterology,Payer UN,0
32622,2019-07-31,PCPEncounter,GENERAL PRACTICE,Payer B,0
32623,2019-07-31,PCPEncounter,GENERAL PRACTICE,Payer CA,-122
32624,2019-07-31,PCPEncounter,GENERAL PRACTICE,Payer F,0
32625,2019-07-31,PCPEncounter,GENERAL PRACTICE,Payer O,0
32626,2019-07-31,PCPEncounter,GENERAL PRACTICE,Payer W,0
32627,2019-07-31,PCPEncounter,GERIATRICS,Payer B,0
32628,2019-07-31,PCPEncounter,GERIATRICS,Payer F,0
32629,2019-07-31,PCPEncounter,GERIATRICS,Payer W,0
32630,2019-07-31,PCPEncounter,Hospitalist,Payer UL,0
32631,2019-07-31,PCPEncounter,Infectious Disease,Payer UN,0
32632,2019-07-31,PCPEncounter,Internal Medicine,Payer B,0
32633,2019-07-31,PCPEncounter,INTERNAL MEDICINE,Payer CA,-1254
32634,2019-07-31,PCPEncounter,INTERNAL MEDICINE,Payer CO,206
32635,2019-07-31,PCPEncounter,INTERNAL MEDICINE,Payer F,0
32636,2019-07-31,PCPEncounter,INTERNAL MEDICINE,Payer O,0
32637,2019-07-31,PCPEncounter,Internal Medicine,Payer UN,0
32638,2019-07-31,PCPEncounter,INTERNAL MEDICINE,Payer W,0
32639,2019-07-31,PCPEncounter,Laboratory,Payer UN,0
32640,2019-07-31,PCPEncounter,MEDICAL DOCTOR,Payer H,0
32641,2019-07-31,PCPEncounter,Nephrology,Payer UN,0
32642,2019-07-31,PCPEncounter,Neurology,Payer UN,0
32643,2019-07-31,PCPEncounter,Opthalmology,Payer UN,0
32644,2019-07-31,PCPEncounter,Optometry,Payer UN,0
32645,2019-07-31,PCPEncounter,Orthopedic Surgery,Payer UN,0
32646,2019-07-31,PCPEncounter,OSTEOPATH,Payer H,0
32647,2019-07-31,PCPEncounter,Pain Management,Payer UN,0
32648,2019-07-31,PCPEncounter,Physical Therapy,Payer UN,0
32649,2019-07-31,PCPEncounter,PHYSICIAN'S ASSISTANT,Payer CA,0
32650,2019-07-31,PCPEncounter,Physician/Internal Medicine,Payer UL,0
32651,2019-07-31,PCPEncounter,Podiatry,Payer UN,0
32652,2019-07-31,PCPEncounter,Radiology,Payer UN,0
32653,2019-07-31,PCPEncounter,Radiology (Diagnostic),Payer UN,0
32654,2019-07-31,PCPEncounter,Social Worker,Payer UN,0
32655,2019-07-31,PCPEncounter,Urology,Payer UN,0
32656,2019-07-31,PCPFFS,ADVANCED RN PRACT,Payer CA,2261
32657,2019-07-31,PCPFFS,Anesthesiology,Payer UN,443
32658,2019-07-31,PCPFFS,Audiology,Payer UN,53
32659,2019-07-31,PCPFFS,Cardiology,Payer UN,223
32660,2019-07-31,PCPFFS,Chiropractic Medicine,Payer UN,415
32661,2019-07-31,PCPFFS,COVERING PHYSICIAN,Payer CA,1930
32662,2019-07-31,PCPFFS,Dermatology,Payer UN,899
32663,2019-07-31,PCPFFS,Diagnostics,Payer UN,300
32664,2019-07-31,PCPFFS,Diagnostics(Sleep Studies Lab),Payer UN,1508
32665,2019-07-31,PCPFFS,Emergency Medicine,Payer UN,178
32666,2019-07-31,PCPFFS,Family Practice,Payer B,601
32667,2019-07-31,PCPFFS,FAMILY PRACTICE,Payer CA,9646
32668,2019-07-31,PCPFFS,FAMILY PRACTICE,Payer F,3746
32669,2019-07-31,PCPFFS,FAMILY PRACTICE,Payer O,8652
32670,2019-07-31,PCPFFS,Family Practice,Payer UN,776
32671,2019-07-31,PCPFFS,FAMILY PRACTICE,Payer W,1592
32672,2019-07-31,PCPFFS,Gastroenterology,Payer UN,202
32673,2019-07-31,PCPFFS,GENERAL PRACTICE,Payer B,144
32674,2019-07-31,PCPFFS,GENERAL PRACTICE,Payer CA,3135
32675,2019-07-31,PCPFFS,GENERAL PRACTICE,Payer F,5321
32676,2019-07-31,PCPFFS,GENERAL PRACTICE,Payer O,359
32677,2019-07-31,PCPFFS,GENERAL PRACTICE,Payer W,1246
32678,2019-07-31,PCPFFS,General Surgery,Payer UN,167
32679,2019-07-31,PCPFFS,GERIATRICS,Payer F,109
32680,2019-07-31,PCPFFS,Infectious Disease,Payer UN,748
32681,2019-07-31,PCPFFS,Internal Medicine,Payer B,801
32682,2019-07-31,PCPFFS,INTERNAL MEDICINE,Payer CA,16695
32683,2019-07-31,PCPFFS,INTERNAL MEDICINE,Payer CO,175
32684,2019-07-31,PCPFFS,INTERNAL MEDICINE,Payer F,23752
32685,2019-07-31,PCPFFS,INTERNAL MEDICINE,Payer O,2388
32686,2019-07-31,PCPFFS,Internal Medicine,Payer UN,697
32687,2019-07-31,PCPFFS,INTERNAL MEDICINE,Payer W,3844
32688,2019-07-31,PCPFFS,MEDICAL DOCTOR,Payer H,17398
32689,2019-07-31,PCPFFS,Neurology,Payer UN,667
32690,2019-07-31,PCPFFS,Oncology & Hematology,Payer UN,14
32691,2019-07-31,PCPFFS,Opthalmology,Payer UN,1776
32692,2019-07-31,PCPFFS,Optometry,Payer UN,292
32693,2019-07-31,PCPFFS,Orthopedic Surgery,Payer UN,1883
32694,2019-07-31,PCPFFS,OSTEOPATH,Payer H,739
32695,2019-07-31,PCPFFS,Pain Management,Payer UN,416
32696,2019-07-31,PCPFFS,Pathology,Payer UN,1438
32697,2019-07-31,PCPFFS,Physical Therapy,Payer UN,661
32698,2019-07-31,PCPFFS,Pulmonology,Payer UN,57
32699,2019-07-31,PCPFFS,Radiology,Payer UN,1015
32700,2019-07-31,PCPFFS,Radiology (Diagnostic),Payer UN,1470
32701,2019-07-31,PCPFFS,Rehabilitation Center,Payer UN,17
32702,2019-07-31,PCPFFS,Skilled Nursing Home,Payer UN,667
32703,2019-07-31,PCPFFS,Urgent Care Facility,Payer UN,79
32704,2019-07-31,SNFServices,,Payer F,1210
32705,2019-07-31,SNFServices,,Payer O,2211
32706,2019-07-31,SNFServices,ADVANCED RN PRACT,Payer CA,521
32707,2019-07-31,SNFServices,ANESTHESIOLOGIST,Payer H,214
32708,2019-07-31,SNFServices,ARNP,Payer CA,2067
32709,2019-07-31,SNFServices,CARDIOLOGY,Payer CA,322
32710,2019-07-31,SNFServices,CARDIOLOGY,Payer F,646
